Source ,Source Airport,Destination,Destination Airport,Weight
118,Chicago O'hare Intl,137,Fort Wayne Intll,0.0168
137,Fort Wayne Intll,152,Pittsburgh Intll,0.0257
126,Michiana Rgnl Transportation C,137,Fort Wayne Intll,0.0089
127,Toledo Express,137,Fort Wayne Intll,0.0092
267,Shreveport Regional,281,Mobile Regional,0.033
118,Chicago O'hare Intl,130,Quad-City,0.0142
130,Quad-City,258,Phoenix Sky Harbor Intl,0.1336
130,Quad-City,182,Lambert-St Louis Intl,0.0258
130,Quad-City,148,Greater Peoria Regional,0.0086
201,San Francisco Intl,242,Santa Barbara Muni,0.0331
224,Meadows Field,242,Santa Barbara Muni,0.0104
26,Juneau Intl,47,Seattle-Tacoma Intl,0.1216
26,Juneau Intl,33,Ketchikan Intl,0.0322
26,Juneau Intl,29,Sitka,0.0131
26,Juneau Intl,31,James A Johnson Petersburg,0.017
22,Yakutat,26,Juneau Intl,0.0281
230,Charlotte/Douglas Intl,234,Lovell Field,0.0217
4,Fairbanks Intl,47,Seattle-Tacoma Intl,0.2109
4,Fairbanks Intl,26,Juneau Intl,0.0915
2,Deadhorse,4,Fairbanks Intl,0.0515
1,Wiley Post-Will Rogers Mem,4,Fairbanks Intl,0.0767
75,Mahlon Sweet Field,201,San Francisco Intl,0.0622
47,Seattle-Tacoma Intl,75,Mahlon Sweet Field,0.032
65,Portland Intl,75,Mahlon Sweet Field,0.0143
75,Mahlon Sweet Field,108,Rogue Valley Intl- M,0.0168
74,Roberts Field,75,Mahlon Sweet Field,0.0106
75,Mahlon Sweet Field,151,Redding Muni,0.0348
75,Mahlon Sweet Field,116,Klamath Falls Intll,0.0202
75,Mahlon Sweet Field,87,North Bend Muni,0.0085
71,Austin Straubel Intll,118,Chicago O'hare Intl,0.024
67,Minneapolis-St Paul Intl/Wold-,71,Austin Straubel Intll,0.0262
71,Austin Straubel Intll,90,Dane County Regional-Truax Fie,0.0143
57,Marquette County,71,Austin Straubel Intll,0.0197
71,Austin Straubel Intll,77,Wittman Regional,0.0053
62,Billings Logan Intl,166,Stapleton Intl,0.0605
62,Billings Logan Intl,67,Minneapolis-St Paul Intl/Wold-,0.0786
62,Billings Logan Intl,144,Salt Lake City Intl,0.0511
45,Spokane Intl,62,Billings Logan Intl,0.049
50,Missoula Intll,62,Billings Logan Intl,0.0302
62,Billings Logan Intl,63,Gallatin Field,0.0133
46,Great Falls Intl,62,Billings Logan Intl,0.0215
40,Glacier Park Intl,62,Billings Logan Intl,0.0377
55,Helena Regional,62,Billings Logan Intl,0.0191
61,Bert Mooney,62,Billings Logan Intl,0.0201
150,John F Kennedy Intl,325,Alexander Hamilton,0.2238
311,Miami Intl,325,Alexander Hamilton,0.1105
147,Newark Intl,325,Alexander Hamilton,0.2247
299,Orlando Intl,325,Alexander Hamilton,0.1326
221,Raleigh-Durham Intll,325,Alexander Hamilton,0.1877
273,Savannah Intll,325,Alexander Hamilton,0.1612
100,Capital City,118,Chicago O'hare Intl,0.0186
100,Capital City,152,Pittsburgh Intll,0.0312
100,Capital City,137,Fort Wayne Intll,0.0175
223,Asheville Regional,230,Charlotte/Douglas Intl,0.0084
152,Pittsburgh Intll,252,Myrtle Beach Intl,0.0654
162,Philadelphia Intl,252,Myrtle Beach Intl,0.0621
221,Raleigh-Durham Intll,252,Myrtle Beach Intl,0.021
111,Kalamazoo/Battle Creek Interna,118,Chicago O'hare Intl,0.0123
111,Kalamazoo/Battle Creek Interna,112,Detroit Metropolitan Wayne Cou,0.0112
67,Minneapolis-St Paul Intl/Wold-,111,Kalamazoo/Battle Creek Interna,0.0465
111,Kalamazoo/Battle Creek Interna,152,Pittsburgh Intll,0.0318
111,Kalamazoo/Battle Creek Interna,161,James M Cox Dayton Intl,0.0233
71,Austin Straubel Intll,111,Kalamazoo/Battle Creek Interna,0.0252
100,Capital City,111,Kalamazoo/Battle Creek Interna,0.0071
132,Wilkes-Barre/Scranton Intl,152,Pittsburgh Intll,0.0243
132,Wilkes-Barre/Scranton Intl,230,Charlotte/Douglas Intl,0.0643
132,Wilkes-Barre/Scranton Intl,174,Baltimore-Washington Intl,0.0212
118,Chicago O'hare Intl,140,Lincoln Muni,0.0464
140,Lincoln Muni,182,Lambert-St Louis Intl,0.0382
82,Joe Foss Field,140,Lincoln Muni,0.0261
106,Sioux Gateway,140,Lincoln Muni,0.015
201,San Francisco Intl,214,Monterey Peninsula,0.0103
82,Joe Foss Field,118,Chicago O'hare Intl,0.0475
82,Joe Foss Field,182,Lambert-St Louis Intl,0.0564
67,Minneapolis-St Paul Intl/Wold-,82,Joe Foss Field,0.0219
82,Joe Foss Field,144,Salt Lake City Intl,0.0821
82,Joe Foss Field,130,Quad-City,0.0376
76,Rapid City Regional,82,Joe Foss Field,0.0325
152,Pittsburgh Intll,186,Yeager,0.0214
186,Yeager,192,Blue Grass,0.0156
84,Mbs Intll,118,Chicago O'hare Intl,0.0245
118,Chicago O'hare Intl,191,Evansville Regional,0.0376
182,Lambert-St Louis Intl,191,Evansville Regional,0.0159
152,Pittsburgh Intll,191,Evansville Regional,0.0439
167,Indianapolis Intl,191,Evansville Regional,0.0172
255,The William B Hartsfield Atlan,259,Bush Field,0.0128
230,Charlotte/Douglas Intl,259,Bush Field,0.0184
249,Columbia Metropolitan,259,Bush Field,0.007
259,Bush Field,273,Savannah Intll,0.0125
182,Lambert-St Louis Intl,206,Springfield Regional,0.0211
148,Greater Peoria Regional,182,Lambert-St Louis Intl,0.0186
118,Chicago O'hare Intl,173,Aspen-Pitkin Co/Sardy Field,0.1001
173,Aspen-Pitkin Co/Sardy Field,261,Dallas/Fort Worth Intl,0.0786
173,Aspen-Pitkin Co/Sardy Field,248,Los Angeles Intl,0.0774
166,Stapleton Intl,173,Aspen-Pitkin Co/Sardy Field,0.0114
51,Hector Intll,118,Chicago O'hare Intl,0.0655
51,Hector Intll,67,Minneapolis-St Paul Intl/Wold-,0.0267
51,Hector Intll,82,Joe Foss Field,0.0319
272,Dannelly Field,283,"Baton Rouge Metropolitan, Ryan",0.0295
266,Monroe Regional,272,Dannelly Field,0.0289
218,Piedmont Triad Intll,235,Fayetteville Regional/Grannis,0.0118
118,Chicago O'hare Intl,158,University Of Illinois-Willard,0.0186
158,University Of Illinois-Willard,182,Lambert-St Louis Intl,0.0162
152,Pittsburgh Intll,158,University Of Illinois-Willard,0.0412
158,University Of Illinois-Willard,161,James M Cox Dayton Intl,0.0207
148,Greater Peoria Regional,158,University Of Illinois-Willard,0.0094
158,University Of Illinois-Willard,171,Hulman Regional,0.0074
113,Binghamton Regional/Edwin A Li,152,Pittsburgh Intll,0.0271
113,Binghamton Regional/Edwin A Li,174,Baltimore-Washington Intl,0.0292
73,Outagamie County,118,Chicago O'hare Intl,0.022
73,Outagamie County,94,General Mitchell Intll,0.0129
71,Austin Straubel Intll,73,Outagamie County,0.003
69,Central Wisconsin,73,Outagamie County,0.0077
73,Outagamie County,77,Wittman Regional,0.0026
162,Philadelphia Intl,243,New Hanover Intll,0.0552
221,Raleigh-Durham Intll,243,New Hanover Intll,0.0159
117,Erie Intl,152,Pittsburgh Intll,0.0152
76,Rapid City Regional,144,Salt Lake City Intl,0.0551
47,Seattle-Tacoma Intl,59,Tri-Cities,0.0197
59,Tri-Cities,144,Salt Lake City Intl,0.0638
45,Spokane Intl,59,Tri-Cities,0.0152
54,Pullman/Moscow Regional,59,Tri-Cities,0.0113
93,Bishop Intll,118,Chicago O'hare Intl,0.0232
93,Bishop Intll,152,Pittsburgh Intll,0.0297
93,Bishop Intll,100,Capital City,0.0047
108,Rogue Valley Intl- M,201,San Francisco Intl,0.0455
65,Portland Intl,108,Rogue Valley Intl- M,0.0307
78,Rochester Intll,79,La Crosse Muni,0.0063
110,Worcester Muni,152,Pittsburgh Intll,0.0458
110,Worcester Muni,162,Philadelphia Intl,0.0286
152,Pittsburgh Intll,210,Newport News/Williamsburg Inte,0.0373
81,Jackson Hole,118,Chicago O'hare Intl,0.1173
81,Jackson Hole,144,Salt Lake City Intl,0.0277
81,Jackson Hole,85,Fanning Field,0.0069
50,Missoula Intll,67,Minneapolis-St Paul Intl/Wold-,0.1082
50,Missoula Intll,144,Salt Lake City Intl,0.0596
224,Meadows Field,261,Dallas/Fort Worth Intl,0.1148
201,San Francisco Intl,224,Meadows Field,0.0268
183,Sacramento Metropolitan,224,Meadows Field,0.0338
182,Lambert-St Louis Intl,220,Drake Field,0.0327
190,Charlottesville-Albemarle,230,Charlotte/Douglas Intl,0.0307
177,Washington Dulles Intl,190,Charlottesville-Albemarle,0.0092
190,Charlottesville-Albemarle,202,Richmond Intll,0.0083
53,Bismarck Muni,166,Stapleton Intl,0.0701
53,Bismarck Muni,67,Minneapolis-St Paul Intl/Wold-,0.0424
53,Bismarck Muni,144,Salt Lake City Intl,0.0809
53,Bismarck Muni,82,Joe Foss Field,0.0367
41,Minot Intl,53,Bismarck Muni,0.0145
63,Gallatin Field,166,Stapleton Intl,0.0656
63,Gallatin Field,67,Minneapolis-St Paul Intl/Wold-,0.0918
63,Gallatin Field,144,Salt Lake City Intl,0.0479
45,Spokane Intl,63,Gallatin Field,0.037
50,Missoula Intll,63,Gallatin Field,0.0185
46,Great Falls Intl,63,Gallatin Field,0.0163
55,Helena Regional,63,Gallatin Field,0.0089
33,Ketchikan Intl,47,Seattle-Tacoma Intl,0.0895
29,Sitka,33,Ketchikan Intl,0.0247
32,Wrangell,33,Ketchikan Intl,0.0113
52,Duluth Intl,67,Minneapolis-St Paul Intl/Wold-,0.0194
69,Central Wisconsin,118,Chicago O'hare Intl,0.0283
69,Central Wisconsin,71,Austin Straubel Intll,0.0084
57,Marquette County,69,Central Wisconsin,0.0198
85,Fanning Field,261,Dallas/Fort Worth Intl,0.1272
85,Fanning Field,144,Salt Lake City Intl,0.0261
85,Fanning Field,97,Pocatello Regional,0.0064
163,Capital,182,Lambert-St Louis Intl,0.011
261,Dallas/Fort Worth Intl,294,Jefferson County,0.032
46,Great Falls Intl,67,Minneapolis-St Paul Intl/Wold-,0.0958
46,Great Falls Intl,144,Salt Lake City Intl,0.0641
46,Great Falls Intl,50,Missoula Intll,0.0149
46,Great Falls Intl,55,Helena Regional,0.009
115,Elmira/Corning Regional,152,Pittsburgh Intll,0.0233
103,Tompkins County,115,Elmira/Corning Regional,0.0038
106,Sioux Gateway,118,Chicago O'hare Intl,0.0434
82,Joe Foss Field,106,Sioux Gateway,0.0113
103,Tompkins County,152,Pittsburgh Intll,0.0271
39,Bellingham Intl,47,Seattle-Tacoma Intl,0.013
39,Bellingham Intl,65,Portland Intl,0.0306
39,Bellingham Intl,142,Elko Muni-J.C. Harris Field,0.0835
6,St Mary's,13,Bethel,0.0143
7,Aniak,13,Bethel,0.014
13,Bethel,21,Quinhagak,0.0098
13,Bethel,18,Eek,0.0055
13,Bethel,17,Tuntutuliak,0.006
12,Kwethluk,13,Bethel,0.002
13,Bethel,20,Kwigillingok,0.0112
13,Bethel,19,Kongiganak,0.0095
10,Akiachak,13,Bethel,0.0023
9,Tuluksak,13,Bethel,0.0053
13,Bethel,14,Napaskiak,0.0009
13,Bethel,15,Napakiak,0.0011
266,Monroe Regional,286,Pensacola Regional,0.0315
266,Monroe Regional,271,Jackson Intll,0.0102
266,Monroe Regional,267,Shreveport Regional,0.0091
182,Lambert-St Louis Intl,226,Fort Smith Regional,0.0385
220,Drake Field,226,Fort Smith Regional,0.0064
79,La Crosse Muni,118,Chicago O'hare Intl,0.025
67,Minneapolis-St Paul Intl/Wold-,79,La Crosse Muni,0.0138
208,Durango-La Plata County,258,Phoenix Sky Harbor Intl,0.0416
152,Pittsburgh Intll,187,Tri-State/Milton J.Ferguson Fi,0.0235
44,Grand Forks Intl,67,Minneapolis-St Paul Intl/Wold-,0.0356
41,Minot Intl,67,Minneapolis-St Paul Intl/Wold-,0.0522
201,San Francisco Intl,228,San Luis Obispo County-Mc Ches,0.0244
228,San Luis Obispo County-Mc Ches,236,Santa Maria Pub/Capt G Allan H,0.0033
261,Dallas/Fort Worth Intl,282,Easterwood Field,0.0223
47,Seattle-Tacoma Intl,142,Elko Muni-J.C. Harris Field,0.0714
142,Elko Muni-J.C. Harris Field,144,Salt Lake City Intl,0.0194
65,Portland Intl,142,Elko Muni-J.C. Harris Field,0.0572
45,Spokane Intl,142,Elko Muni-J.C. Harris Field,0.0655
76,Rapid City Regional,142,Elko Muni-J.C. Harris Field,0.0717
121,William B. Heilig Field,142,Elko Muni-J.C. Harris Field,0.0629
321,Luis Munoz Marin Intl,323,Eugenio Maria De Hostos,0.0061
98,Natrona County Intl,144,Salt Lake City Intl,0.0347
76,Rapid City Regional,98,Natrona County Intl,0.0204
8,Anchorage Intl,27,Kodiak,0.0351
56,Yakima Air Terminal,59,Tri-Cities,0.0078
40,Glacier Park Intl,144,Salt Lake City Intl,0.0728
40,Glacier Park Intl,45,Spokane Intl,0.018
40,Glacier Park Intl,50,Missoula Intll,0.0133
40,Glacier Park Intl,46,Great Falls Intl,0.0167
40,Glacier Park Intl,55,Helena Regional,0.02
74,Roberts Field,201,San Francisco Intl,0.0637
42,William R Fairchild Intl,47,Seattle-Tacoma Intl,0.0089
138,Arcata,201,San Francisco Intl,0.0333
138,Arcata,183,Sacramento Metropolitan,0.0253
124,Jack Mc Namara Field,138,Arcata,0.0076
151,Redding Muni,201,San Francisco Intl,0.0276
65,Portland Intl,151,Redding Muni,0.0485
66,Mcnary Fld,151,Redding Muni,0.0422
261,Dallas/Fort Worth Intl,268,Abilene Regional,0.0143
118,Chicago O'hare Intl,154,Bloomington/Normal,0.0152
154,Bloomington/Normal,182,Lambert-St Louis Intl,0.018
154,Bloomington/Normal,164,Decatur,0.0062
154,Bloomington/Normal,171,Hulman Regional,0.0128
193,Stockton Metropolitan,201,San Francisco Intl,0.0063
102,Waterloo Muni,118,Chicago O'hare Intl,0.0236
102,Waterloo Muni,182,Lambert-St Louis Intl,0.0378
102,Waterloo Muni,120,Cedar Rapids Muni,0.0073
102,Waterloo Muni,107,Dubuque Regional,0.0087
316,Kahului,317,Lanai,0.0028
314,Molokai,317,Lanai,0.0036
88,Muskegon County,118,Chicago O'hare Intl,0.0142
29,Sitka,47,Seattle-Tacoma Intl,0.1134
55,Helena Regional,144,Salt Lake City Intl,0.0556
50,Missoula Intll,55,Helena Regional,0.0112
184,Gunnison County,293,Houston Intercontinental,0.1008
231,Flagstaff Pulliam,258,Phoenix Sky Harbor Intl,0.0164
118,Chicago O'hare Intl,153,Yampa Valley,0.0994
153,Yampa Valley,248,Los Angeles Intl,0.0845
67,Minneapolis-St Paul Intl/Wold-,153,Yampa Valley,0.0829
153,Yampa Valley,293,Houston Intercontinental,0.1171
153,Yampa Valley,203,San Jose Intll,0.0806
3,Ralph Wien Memorial,5,Nome,0.0269
118,Chicago O'hare Intl,164,Decatur,0.0211
164,Decatur,182,Lambert-St Louis Intl,0.0128
8,Anchorage Intl,24,King Salmon,0.0414
23,Dillingham,24,King Salmon,0.01
118,Chicago O'hare Intl,134,Tweed-New Haven,0.0768
261,Dallas/Fort Worth Intl,277,Waco Regional,0.0122
47,Seattle-Tacoma Intl,58,Lewiston-Nez Perce County,0.0288
58,Lewiston-Nez Perce County,65,Portland Intl,0.0294
58,Lewiston-Nez Perce County,59,Tri-Cities,0.0107
56,Yakima Air Terminal,58,Lewiston-Nez Perce County,0.018
54,Pullman/Moscow Regional,58,Lewiston-Nez Perce County,0.0036
180,Columbia Regional,182,Lambert-St Louis Intl,0.0095
269,Gregg County,270,Tyler Pounds Field,0.0035
57,Marquette County,118,Chicago O'hare Intl,0.0435
57,Marquette County,70,Cherry Capital,0.0199
47,Seattle-Tacoma Intl,54,Pullman/Moscow Regional,0.0273
107,Dubuque Regional,118,Chicago O'hare Intl,0.0149
47,Seattle-Tacoma Intl,48,Pangborn Memorial,0.0107
48,Pangborn Memorial,65,Portland Intl,0.0212
48,Pangborn Memorial,49,Grant County,0.0048
327,Saipan Intl,330,Babelthuap/Koror,0.0935
45,Spokane Intl,61,Bert Mooney,0.0302
50,Missoula Intll,61,Bert Mooney,0.0123
61,Bert Mooney,63,Gallatin Field,0.007
40,Glacier Park Intl,61,Bert Mooney,0.0242
55,Helena Regional,61,Bert Mooney,0.0067
182,Lambert-St Louis Intl,211,Barkley Regional,0.0181
182,Lambert-St Louis Intl,209,Joplin Regional,0.0261
206,Springfield Regional,209,Joplin Regional,0.0058
327,Saipan Intl,328,Rota Intl,0.0093
97,Pocatello Regional,104,Twin Falls-Sun Valley Regional,0.0105
118,Chicago O'hare Intl,155,Purdue University,0.0157
1,Wiley Post-Will Rogers Mem,8,Anchorage Intl,0.1026
1,Wiley Post-Will Rogers Mem,2,Deadhorse,0.0436
199,Modesto City-County--Harry Sha,201,San Francisco Intl,0.0072
122,Merrill C Meigs,163,Capital,0.022
16,Merle K (Mudhole) Smith,22,Yakutat,0.0311
118,Chicago O'hare Intl,145,Burlington Regional,0.02
145,Burlington Regional,182,Lambert-St Louis Intl,0.0198
130,Quad-City,145,Burlington Regional,0.0071
145,Burlington Regional,148,Greater Peoria Regional,0.0074
65,Portland Intl,116,Klamath Falls Intll,0.0331
108,Rogue Valley Intl- M,116,Klamath Falls Intll,0.0062
74,Roberts Field,116,Klamath Falls Intll,0.0203
116,Klamath Falls Intll,151,Redding Muni,0.0159
66,Mcnary Fld,116,Klamath Falls Intll,0.0271
47,Seattle-Tacoma Intl,60,Walla Walla Regional,0.0242
60,Walla Walla Regional,65,Portland Intl,0.0225
59,Tri-Cities,60,Walla Walla Regional,0.0046
56,Yakima Air Terminal,60,Walla Walla Regional,0.0124
58,Lewiston-Nez Perce County,60,Walla Walla Regional,0.0069
54,Pullman/Moscow Regional,60,Walla Walla Regional,0.0087
60,Walla Walla Regional,64,Eastern Oregon Regional At Pen,0.0048
49,Grant County,60,Walla Walla Regional,0.0119
29,Sitka,31,James A Johnson Petersburg,0.0125
31,James A Johnson Petersburg,32,Wrangell,0.0043
321,Luis Munoz Marin Intl,324,Mercedita,0.005
65,Portland Intl,87,North Bend Muni,0.0223
66,Mcnary Fld,87,North Bend Muni,0.0156
194,Greenbrier Valley,221,Raleigh-Durham Intll,0.0207
165,Chico Muni,201,San Francisco Intl,0.021
130,Quad-City,160,Quincy Muni Baldwin Field,0.0148
182,Lambert-St Louis Intl,195,Williamson County Regional,0.0118
155,Purdue University,171,Hulman Regional,0.0094
6,St Mary's,7,Aniak,0.0197
7,Aniak,8,Anchorage Intl,0.0488
8,Anchorage Intl,38,Adak Naf,0.1622
36,Unalaska,38,Adak Naf,0.0549
37,Eareckson As,38,Adak Naf,0.0478
25,Gustavus,26,Juneau Intl,0.0057
35,Cold Bay,36,Unalaska,0.0232
28,St Paul Island,35,Cold Bay,0.0425
150,John F Kennedy Intl,320,Rafael Hernandez,0.2143
311,Miami Intl,320,Rafael Hernandez,0.0968
147,Newark Intl,320,Rafael Hernandez,0.2151
320,Rafael Hernandez,324,Mercedita,0.0054
182,Lambert-St Louis Intl,207,Cape Girardeau Regional,0.0151
195,Williamson County Regional,207,Cape Girardeau Regional,0.0058
64,Eastern Oregon Regional At Pen,65,Portland Intl,0.0191
59,Tri-Cities,64,Eastern Oregon Regional At Pen,0.0057
118,Chicago O'hare Intl,168,Eagle County Regional,0.0993
168,Eagle County Regional,258,Phoenix Sky Harbor Intl,0.0647
144,Salt Lake City Intl,168,Eagle County Regional,0.028
201,San Francisco Intl,205,Merced Municipal/Macready Fiel,0.0099
47,Seattle-Tacoma Intl,49,Grant County,0.0154
49,Grant County,56,Yakima Air Terminal,0.0087
8,Anchorage Intl,37,Eareckson As,0.1999
8,Anchorage Intl,34,Sand Point,0.0774
124,Jack Mc Namara Field,201,San Francisco Intl,0.0408
17,Tuntutuliak,19,Kongiganak,0.0038
17,Tuntutuliak,20,Kwigillingok,0.0053
19,Kongiganak,20,Kwigillingok,0.0018
30,Port Heiden,34,Sand Point,0.0184
10,Akiachak,12,Kwethluk,0.001
9,Tuluksak,10,Akiachak,0.003
9,Tuluksak,12,Kwethluk,0.0037
11,Akiak,13,Bethel,0.0033
10,Akiachak,11,Akiak,0.0011
9,Tuluksak,11,Akiak,0.0022
315,Kapalua,316,Kahului,0.0013
315,Kapalua,317,Lanai,0.0022
